metric\query, all, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 36, 37, 38, 39, 40, 42, 43, 44, 45, 48, 49, 57, 58, 59, 60, 61, 62, 63, 64, 
bpref, 0.8763, 1.0000, 1.0000, 0.5000, 0.9167, 1.0000, 1.0000, 0.9286, 1.0000, 1.0000, 0.7714, 0.8947, 0.8000, 0.8182, 0.5455, 0.6000, 0.8824, 0.7500, 0.8182, 0.8182, 1.0000, 0.9091, 1.0000, 1.0000, 0.3846, 0.7843, 0.7667, 0.8621, 1.0000, 0.7368, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 0.6875, 0.9167, 1.0000, 0.7619, 0.7561, 0.7059, 0.9615, 1.0000, 0.8750, 1.0000, 0.7000, 0.9070, 0.9259, 0.9677, 1.0000, 0.9167, 1.0000, 
iprec_at_recall_0.00, 0.6670, 0.5000, 0.3333, 0.0390, 0.6667, 0.5000, 0.3333, 1.0000, 0.5000, 0.4000, 1.0000, 1.0000, 1.0000, 1.0000, 0.1538, 0.5000, 0.2500, 0.5000, 0.2222, 1.0000, 1.0000, 0.5000, 1.0000, 1.0000, 0.4000, 1.0000, 0.3158, 1.0000, 1.0000, 0.5000, 1.0000, 0.3333, 1.0000, 0.0213, 0.5000, 0.1429, 0.4000, 1.0000, 1.0000, 0.2500, 1.0000, 1.0000, 1.0000, 0.2000, 1.0000, 1.0000, 0.6667, 1.0000, 0.4000, 1.0000, 0.1538, 1.0000, 1.0000, 
iprec_at_recall_0.10, 0.5880, 0.5000, 0.3333, 0.0390, 0.6667, 0.5000, 0.3333, 0.7500, 0.5000, 0.4000, 0.8000, 1.0000, 1.0000, 1.0000, 0.1250, 0.5000, 0.2000, 0.5000, 0.2222, 1.0000, 1.0000, 0.5000, 1.0000, 1.0000, 0.4000, 0.4000, 0.3158, 0.7500, 1.0000, 0.4348, 1.0000, 0.3333, 1.0000, 0.0213, 0.5000, 0.1429, 0.4000, 0.2500, 1.0000, 0.2500, 0.4000, 1.0000, 0.7500, 0.0284, 1.0000, 1.0000, 0.6000, 0.3333, 0.2414, 1.0000, 0.1538, 1.0000, 1.0000, 
iprec_at_recall_0.20, 0.4469, 0.5000, 0.3333, 0.0390, 0.1071, 0.5000, 0.3333, 0.6000, 0.5000, 0.4000, 0.7000, 0.4667, 1.0000, 0.6000, 0.0948, 0.1538, 0.0714, 0.3077, 0.1875, 1.0000, 1.0000, 0.4286, 0.8750, 1.0000, 0.1429, 0.3939, 0.3158, 0.4667, 1.0000, 0.4348, 1.0000, 0.3333, 1.0000, 0.0213, 0.4706, 0.0882, 0.1379, 0.0984, 0.4615, 0.1923, 0.3667, 0.0177, 0.2609, 0.0284, 0.2857, 1.0000, 0.3448, 0.3333, 0.2414, 0.4500, 0.1538, 1.0000, 1.0000, 
iprec_at_recall_0.30, 0.3673, 0.5000, 0.3333, 0.0390, 0.0460, 0.0968, 0.3333, 0.1667, 0.5000, 0.1818, 0.6522, 0.4667, 0.5000, 0.4444, 0.0948, 0.1538, 0.0714, 0.1923, 0.0889, 1.0000, 1.0000, 0.1667, 0.8750, 1.0000, 0.0816, 0.3333, 0.1364, 0.3103, 1.0000, 0.4348, 0.1667, 0.3333, 1.0000, 0.0213, 0.4706, 0.0870, 0.1163, 0.0984, 0.4615, 0.1481, 0.2540, 0.0177, 0.2131, 0.0284, 0.1765, 1.0000, 0.3448, 0.2794, 0.1837, 0.3793, 0.1200, 1.0000, 1.0000, 
iprec_at_recall_0.40, 0.3172, 0.5000, 0.1250, 0.0390, 0.0370, 0.0714, 0.2000, 0.0702, 0.5000, 0.1818, 0.6522, 0.4500, 0.5000, 0.1786, 0.0948, 0.1538, 0.0467, 0.1094, 0.0556, 0.7143, 1.0000, 0.1471, 0.8750, 1.0000, 0.0000, 0.2308, 0.0935, 0.2281, 1.0000, 0.4348, 0.1667, 0.3333, 0.3333, 0.0213, 0.4706, 0.0704, 0.1146, 0.0984, 0.4615, 0.1235, 0.2267, 0.0177, 0.2131, 0.0284, 0.1333, 1.0000, 0.2553, 0.2794, 0.1757, 0.3611, 0.0625, 0.8571, 1.0000, 
iprec_at_recall_0.50, 0.2697, 0.0625, 0.1250, 0.0390, 0.0333, 0.0714, 0.2000, 0.0625, 0.5000, 0.1562, 0.4222, 0.4348, 0.0889, 0.1321, 0.0726, 0.0659, 0.0467, 0.0920, 0.0556, 0.5455, 1.0000, 0.0690, 0.6923, 1.0000, 0.0000, 0.1286, 0.0899, 0.1032, 0.8000, 0.4348, 0.1667, 0.3333, 0.3333, 0.0213, 0.4545, 0.0674, 0.1146, 0.0984, 0.4615, 0.0917, 0.1105, 0.0177, 0.2131, 0.0284, 0.1333, 1.0000, 0.1905, 0.2588, 0.1293, 0.3556, 0.0625, 0.8571, 1.0000, 
iprec_at_recall_0.60, 0.2186, 0.0625, 0.1250, 0.0000, 0.0221, 0.0600, 0.2000, 0.0625, 0.5000, 0.1481, 0.4038, 0.1600, 0.0889, 0.1321, 0.0000, 0.0659, 0.0462, 0.0662, 0.0547, 0.3500, 1.0000, 0.0630, 0.6842, 0.7500, 0.0000, 0.0637, 0.0779, 0.0978, 0.8000, 0.0851, 0.0156, 0.0385, 0.3333, 0.0213, 0.4000, 0.0101, 0.1146, 0.0842, 0.4615, 0.0684, 0.0573, 0.0157, 0.1882, 0.0284, 0.1136, 1.0000, 0.0474, 0.1429, 0.1024, 0.2740, 0.0625, 0.6154, 1.0000, 
iprec_at_recall_0.70, 0.1860, 0.0513, 0.1250, 0.0000, 0.0221, 0.0600, 0.2000, 0.0492, 0.5000, 0.1481, 0.1366, 0.0761, 0.0889, 0.0542, 0.0000, 0.0000, 0.0444, 0.0391, 0.0248, 0.3333, 1.0000, 0.0630, 0.6842, 0.7500, 0.0000, 0.0421, 0.0514, 0.0824, 0.8000, 0.0276, 0.0156, 0.0385, 0.3333, 0.0213, 0.3256, 0.0101, 0.0000, 0.0448, 0.1356, 0.0234, 0.0396, 0.0157, 0.1044, 0.0284, 0.0833, 1.0000, 0.0251, 0.0795, 0.0852, 0.2683, 0.0625, 0.4762, 1.0000, 
